conversion_id,publisher_id,campaign_id,conversion_time,conversion_date,conversion_date_time,click_time,click_date,click_date_time,currency,publisher_reference,advertiser_reference,conversion_reference,campaign_title,publisher_name,source_referer,conversion_status,conversion_lag,publisher_commission,creative_type,creative_id,specific_creative_id,value,customer_type,conversion_item_id,sku,category,item_value,item_publisher_commission,item_status,publisher_self_bill_id,reject_reason,country,last_update,payable,voucher_codes,ref_device,ref_user_context,ref_partnership_model,ref_traffic_source,ref_conversion_metric,clickref,quantity,ref_origin,payment_status,self_bill_request_date,self_bill_release_date,meta_conversion_access_tier,meta_conversion_app_name,meta_conversion_app_tracking,meta_conversion_appsflyer_sdk_version,meta_conversion_attribution,meta_conversion_contents,meta_conversion_context,meta_conversion_customer_repeat_visits,meta_conversion_ddp_ship_total,meta_conversion_delivery_costs,meta_conversion_device,meta_conversion_device_brand,meta_conversion_device_city,meta_conversion_device_ip,meta_conversion_device_language,meta_conversion_discount_promotional_total,meta_conversion_hashed_email,meta_conversion_hashed_phone,meta_conversion_itemIds,meta_conversion_language,meta_conversion_mmp,meta_conversion_model,meta_conversion_payload,meta_conversion_payment_provider,meta_conversion_product_revenue,meta_conversion_return,meta_conversion_return_date,meta_conversion_sale_value,meta_conversion_tax,meta_conversion_tot_revenue,meta_conversion_tuid,meta_conversion_user_id,meta_item_affiliation,meta_item_app_name,meta_item_app_tracking,meta_item_appsflyer_sdk_version,meta_item_brand,meta_item_category2,meta_item_category3,meta_item_category4,meta_item_category5,meta_item_child_sku,meta_item_colour,meta_item_commission_bucket,meta_item_context,meta_item_credit_global,meta_item_device_brand,meta_item_device_city,meta_item_device_ip,meta_item_device_language,meta_item_dimension14,meta_item_dimension15,meta_item_dimension16,meta_item_dimension17,meta_item_dimension19,meta_item_dimension20,meta_item_dimension21,meta_item_dimension22,meta_item_dimension23,meta_item_dimension24,meta_item_dimension25,meta_item_dimension26,meta_item_dimension27,meta_item_dimension34,meta_item_dimension35,meta_item_dimension36,meta_item_dimension40,meta_item_dimension41,meta_item_dimension42,meta_item_dimension43,meta_item_dimension49,meta_item_dimension56,meta_item_dimension6,meta_item_dimension62,meta_item_dimension73,meta_item_dimension74,meta_item_discount,meta_item_discounted,meta_item_exclusive,meta_item_gbp_amount,meta_item_gender,meta_item_gross_value,meta_item_group,meta_item_in_stock,meta_item_index,meta_item_item_product_group,meta_item_list_id,meta_item_list_name,meta_item_metric1,meta_item_metric2,meta_item_metric3,meta_item_metric4,meta_item_model,meta_item_name,meta_item_parent_sku,meta_item_product,meta_item_product_identifier,meta_item_promotion_type_id,meta_item_size,meta_item_taxonomy,meta_item_tuid,meta_item_variant,meta_item_voucher
1011l2388068838,1101l338149,1011l543,18:29:00,2025-09-19,"2025-09-19 18:29:00",18:26:24,2025-09-19,"2025-09-19 18:26:24","AED (from USD)",14298,,QDUHLF,"FARFETCH Middle East",digizag11,,pending,156,27.4648,,,,549.2958,existing,1011l1045607087,15121661,Men;Shoes;Trainers;Low-Tops,549.2958,27.4648,pending,,,SA,"2025-09-19 18:30:03",false,SAVE,Mobile,"Mobile App",CPA,Mobile,Standard,1011lBE4mPZK,1,Partnerize,,,,FFACCESS-Bronze,,,,,,m_app,,0.00,25.35,Mobile,,,,,19.44,,,,,,,,APPLEPAY,,,,149.57,0.00,,,,,,,,,,,,,,,10,m_app,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.92,Woman,194.35,,,,NIKE,,,,,,,,,,"Zoom Vomero 5 SP ""Vast Grey"" sneakers",,0,4.5,,,,
1101l2387542341,1101l338149,1011l543,00:57:00,2025-09-19,"2025-09-19 00:57:00",18:35:42,2025-09-12,"2025-09-12 18:35:42","AED (from USD)",14298,,D974DB,"FARFETCH Middle East",digizag11,,pending,541278,115.6727,,,,2313.4547,existing,1011l1045507189,30361318,"Women;Clothing;Dresses;Day Dresses",2313.4547,115.6727,pending,,,SA,"2025-09-19 00:57:45",false,SAVE,Mobile,"Mobile App",CPA,Mobile,Standard,1100lBtJQfrk,1,Partnerize,,,,FFACCESS-Bronze,,,,,,m_app,,2.48,165.99,Mobile,,,,,86.51,,,,,,,,TamaraPayIn3,,,,629.94,0.00,,,,,,,,,,,,,,,8,m_app,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,462.97,Woman,865.12,,,,SELF-PORTRAIT,,,,,,,,,,"embellished button dress",,0,M,,,,
